Tên sản phẩm,Giá trước khi giảm,Giá sau khi giảm,Image_url
PC Phong Vũ PVP Mage ASUS V3 (i3-9100F/8GB/240GB SSD/GeForce GTX 1650 Super/Free DOS),12.490.000đ,11.690.000đ,https://lh3.googleusercontent.com/_8MfcqsP7gBcyTOkrQdeDFzuKPY-Sweqr_uu8Sxz9S2DhPfI66SazpGx_s2yPXinUkXLbGUqN3XLFGjizFOO=w500-rw
Máy tính để bàn - PC Phong Vũ K7100-2 (i3-7100/8GB/1TB HDD/HD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/B1yrLxCkCHaJ3H6YpAkPgZDjPDmV9nN47CnskBiF-618NiqtwbDpnioykNK6FJ4g1hRfq21dLiL2umWFJXg=w500-rw
Máy tính để bàn - PC Dell Vostro 3670 MT J84NJ1 (i5-8400/4GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/nP5UpQwnl-FMQFOLFDnxTAR8eAag-cVq44Flnv8uZfkwA90Led03KCGQHFVXLkbikU_vYpX33ZJHHdTDE4k=w500-rw
Máy tính để bàn - PC Acer AS XC-885 (i5-8400/4GB/1TB HDD/UHD 630/Endless),None,LIÊN HỆ,https://lh3.googleusercontent.com/ezPbm8htXCcFQdzaMLsKQCqHI4P8ZlbrFssCFZM-LMr-ieLb5tgCIpdBHTZiRWv0ZFwzU1tDwcgIRLGcGg=w500-rw
Máy tính để bàn - PC HP ProOne 600 G4 4YL97PA (21.5"/i3-8100T/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/X9_AhkGddkSR4yABjijKYrutxl1xtq7VDCChKnXSPnulx_naHq0nY_MgNdgW-DmfyBLOPilIPXkW_ZlEJQ=w500-rw
Máy tính để bàn - PC HP 280 G3 SFF 4MD67PA 4MD67PA (i3-8100/4GB/500GB HDD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/GTQ3zrPbngbonL_wOI7rQOWELrNfGFDGzgqvDK-vMiFqpYksE0DVCzeB2_RnGp6qBvOkdxaATDXQHOJn93k=w500-rw
Máy tính để bàn - PC Phong Vũ F4600-5 (G4600/4GB/1TB HDD/HD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/Brh4uRUKa5gBXcXkbQ180bUIqjM9oEMdtiQKtQUMJUh2bNuIOQbyIGanZbA7hAunDMnS9AnQPqf2PTsMicqB=w500-rw
Máy tính để bàn - PC HP 22-c0057d 4LZ23AA (21.5"/i5-8400T/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/08m0p5ZR-c58Qb80H6YZFJQssdrhCMl7m0IbOpX37HvgaDIaoQY4f5Qw3_x6LKmAwAS64yVqbxHnd64AmPw=w500-rw
Máy tính để bàn - PC Lenovo V530s-07ICB 10TXA003VA (G5400/4GB/1TB HDD/UHD 610/Free DOS),7.690.000đ,7.294.000đ,https://lh3.googleusercontent.com/h8vTkkH_l0dIkS7P47FYr-9AYJgteIhZH_3z4BKzLLy1pLcSidx6QepgPTCs7Ij4183kPRmphBDvk-AaRA=w500-rw
Máy tính để bàn - PC Acer Aspire M230 UX.VPNSI.372 (G3930/4GB/1TB HDD/HD 610/Linux),None,LIÊN HỆ,https://lh3.googleusercontent.com/X2OXZVzjx2o05mf3NvnxQuthTFNdwXteDahJR0bgBWZ34Hfl-IgG1diEIAyXUJm5I1LNgKwpXmEVRDTtqQ=w500-rw
Máy tính để bàn - PC HP ProOne 400 G4 4YL96PA (i5-8500T/4GB/1TB HDD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/InjXE0VEufPx_toxcZXeT23VeQW_dOfohyvXHsnahkyPznuB7KBPQpjiYtNGYo1Ysty_43QV_tW0am7EsaE=w500-rw
Máy tính để bàn - PC HP Desktop Pro G2 MT 7AH49PA (i3-8100/4GB/1TB HDD/UHD 630/Free DOS),8.990.000đ,8.490.000đ,https://lh3.googleusercontent.com/RsvdgLRYOznizja3fNOiiIrXmIZizLwDQma4raA7yxbIBhOh8sf9sH8EUTr0rx9xhGzXEgOl7h-ozt6QKSXC=w500-rw
Máy tính để bàn - PC HP Pavilion 590-p0112d 6DV45AA (i5-9400/8GB/1TB HDD/GT 730/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/HNgfD9ZRGQqkSuHaQS8F-ntczMdtrEvBlbokZg03G2gih8IRgNatNTqRsgE14DL33zqQvorxQBELKXHCyA=w500-rw
Máy tính để bàn - PC HP 390-0011d 6DV56AA (Pentium G5420/4GB/500GB/UHD 610/Win10),7.700.000đ,7.290.000đ,https://lh3.googleusercontent.com/SlXp_3Ua0RH-dV_BS0ZQO7L1_7TUjjOm_S7jFUj-8A2eWyegTz8MzBjN2QN2igxGgpdyPB1-ljrrCA8DioQ=w500-rw
Máy tính để bàn - PC MSI Cubi 3 Silent S (i3 7100U - Barbone),None,7.584.000đ,https://lh3.googleusercontent.com/dF4w_Vbnqusb7d18opzhYfINyQ0NuOVC9pW7846vfsWc95vL2eiGuEAuBnkY5kZWR0NzkPn3k6jXNccC6hY=w500-rw
Máy tính để bàn - PC Dell Vostro 3470 SFF STI31206W-4G-1T (i3-9100/4GB/1TB HDD/UHD 630/Win10),None,10.190.000đ,https://lh3.googleusercontent.com/FgC6TnFGnKo823lyV6zzU921K7EuXo_1Tr_vjF8mJx8d5eXlnX-86LiHOEs5VWIR6mrPdXWMJKOlhYCzpvQQ=w500-rw
PC HP ProDesk 400 G6 MT (7YH07PA) (i5-9500/4GB/256GB SSD/Radeon R7 430/Free DOS),None,13.790.000đ,https://lh3.googleusercontent.com/daMs5ap8Ki6L6efW7YOWeZsgVZEULEAgZ_Bbl95SxUz0y0Sak9NOtcZAhyn6ONQTKRlIya5gfX5mbPJ1pt8=w500-rw
PC ASUS Vivo AiO V241FA (V241FAT-BA067T) (23.8" FHD/i3-8145U/4GB/512GB SSD/UHD 620/Win10),17.490.000đ,16.790.000đ,https://lh3.googleusercontent.com/hk31JVvhHiXGclbjNvJnd_0QPFrbCpu8RKt5m6oPtWsbl-OBPOk9glW96Q-74WTB6UDKZsHMiSf5rmZ9BgY=w500-rw
PC ASUS ROG Huracan G21CN (G21CN-D-VN001T) (i5-9400F/8GB/256GB SSD/GeForce RTX 2060/Win10),None,29.990.000đ,https://lh3.googleusercontent.com/mC8UlA3iG8EAeLAYR4IntvEpZ6wf685SIhmounw3Zdrl5n0EcrWUCkGYZwwAfPaR_U-W3ogd80kdEbO0TUk=w500-rw
PC HP 390 M01-F0303d (7XE18AA) (Pentium G5420/4GB/1TB HDD/UHD 610/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/ulvogRTQJiA0bcf5Swrzg-6sQyAvCC6r4MIXruFClCFsvAfHkhZek1nwnzyxgAwAZGbOD5HcruW0GH4pcVlY=w500-rw
PC HP Pavilion 590 TP01-0137d (7XF47AA) (i5-9400F/8GB/1TB HDD/GeForce GTX 1650/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/NlSJtyvNgYNDCLaWuGyOm2hqsWbMIklOxW19GyGyXall1an8p99GKuvN-jtRZBjsnwPXznOEB_3o8I4MVA=w500-rw
PC HP 280 Pro G4 SFF (9MS52PA) (i5-9400/8GB/1TB HDD/UHD 630/Free DOS),None,12.590.000đ,https://lh3.googleusercontent.com/IdWStbYTw8kw_0VS6GcM0ks1a9NaVHc-lSdLcGgc_N-9-zvu7Cls4JVm2tnJs8FGoCng6K3ileoJvPax5QY=w500-rw
PC Phong Vũ PVP CoD MSI V2 (i3-9100F/8GB/250GB SSD/GeForce GTX 1660 Super/Free DOS),15.590.000đ,13.990.000đ,https://lh3.googleusercontent.com/FLolyRckm3UgmAXsmcPjaV8t7GMhFvoJypUUhtWDK4RKevX2tQLg6s9dDVSjUBck4YcbfvrZ-b9cPyR9n38=w500-rw
PC Phong Vũ PVP CoD GIGA V2 (i3-9100F/8GB/256GB SSD/GeForce GTX 1660 Super/Free DOS),15.690.000đ,13.890.000đ,https://lh3.googleusercontent.com/u_-v-g2NwHvVuxndTfCuz-wqqmruUT57ghqB0CwV-iOaqI-m_28Rdu__jnmyKEcMpS47pL8zy6R0BGVfA6w=w500-rw
PC HP 280 Pro G5 Microtower (9GD36PA) (i5-9400/4GB/1TB HDD/UHD 630/Free DOS),11.890.000đ,11.690.000đ,https://lh3.googleusercontent.com/dVRIDYnATpuP7xfZxWHbQX7hsneXSbckxLwyq6OVR1A__ABt30J3O-926wVzeXjrU4ymGt4etQdoCUTr3oEe=w500-rw
PC Phong Vũ PVP Mage MSI V3 (i3-9100F/8GB/240GB SSD/GeForce GTX 1650 Super/Free DOS),12.490.000đ,11.790.000đ,https://lh3.googleusercontent.com/e0wxrPeOygbXOn1R1KwD1NKGQSg9_Q1vJtEBGut-4ZffCFa5LfOh4ldAYhZElMU5E0wz_xfWDuwBowruxuTb=w500-rw
Máy tính để bàn - PC Dell Ins3064 2X0R01 (19.5"/i3-7100U/4GB/1TB HDD/HD 620/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/YrWiqoaavIx1sHbxcp4wf1hoRIh5xWUHAkRKtwvXiH5kT4wVQUbW63mlCBW2Z_osu_UxMc7nr9e3SuVzJb2d=w500-rw
Máy tính để bàn - PC Acer Aspire AS-XC780 DT.B8ASV.006 (i5-7400/4GB/1TB HDD/GT 720/Free DOS),11.690.000đ,10.647.000đ,https://lh3.googleusercontent.com/UuG5qvAubaWHPM3xcaQLwVnjrvnT4gEv0EOWxBYr96VhgD_jW4eJO72Fh79MyjF-Q5DAlEXKkqzHmpiGl1U=w500-rw
Máy tính để bàn - PC Acer Aspire XC-730 DT.B6PSV.001 (J4205/2GB/1TB HDD/HD 505/Linux),None,LIÊN HỆ,https://lh3.googleusercontent.com/FkOYxZv5AFDxAcC5izJgbzTu3WMnZrBUnDuU2UonfrKRQeAPF7tvvGIdrnhvTJhjjEW8fJlKKtWJ1DCgQcU=w500-rw
Máy tính để bàn - PC Phong Vũ F7400-3 (i5-7400/8GB/1TB HDD/HD 630),None,LIÊN HỆ,https://lh3.googleusercontent.com/xFVd_u3AH4-vBrgEKYYvQ67y3smmdkvzkvGgScsHiudGlgVk3w-JTo4vlaXpzmsriK3E3DQ3b0yo_uU59A=w500-rw
Máy tính để bàn - PC Dell Vostro 3670 MT 42VT370016 (i5-8400/4GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/n5hTA7rKB1-1p_XHxfTIzKGhLIa8jIhVnSh_frn0LyDC7FUjHpJDpQWo5_T11WsPszCzsoIHZaymj7pJcw=w500-rw
Máy tính để bàn - PC Dell Inspiron 3470 SFF STI51315 (i5-8400/8GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/rt02yVvp1GAhZBTVLoFv8Av594eSEMsdf5aU1D_ZwjYl_wrzePXpkM0iiFwoDBH4P7kjE2xHgxaBDpxalw=w500-rw
Máy tính để bàn - PC Dell Vostro 3670 MT J84NJ11W (i5-8400/8GB/1TB HDD/GT 710/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/_lxT21u2V6IxBldL-IppzuZH-mmDXIjpuEunKrSxfGNQhobAOx4QTMcpHMX2483aJtpPe-0ox4-9RrFmz0k=w500-rw
Máy tính để bàn - PC Acer AS XC-885 DT.BAQSV.010 (i5-8400/4GB/1TB HDD/GT 730/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/86AwHSlzkLyWJuoTi_LgVJTCr3ZxaHzsyGRs0QFsBjfJq6MUtIkZh_svENQvFU0VUTHh4bu6u5Ab5N_edi8=w500-rw
Máy tính để bàn - PC HP Slimline 290 p0024d (i3-8100/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/DdSAy9e6zPcrgYrZMxsM1nFDvXw_Z5yXMYicPHcESBNHvhyzWSTOa4lZSsgKaDCYmhbq-enPc4LVYez7IvY=w500-rw
Máy tính để bàn - PC HP Slimline 290 p0027d (i5-8400/4GB/1TB HDD/Radeon 520/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/onqvk6uZKu7bMjK4mlFx_SJuWTA6FKNVbJcdMQ-PCIkhZ4QXeyWRC_ZAQAP0VjWWk9ou_Q-MCUBHyg5kqQ=w500-rw
Máy tính để bàn - PC ASUS VivoMini UN62-M3240M 90MS00A1-M02410 (i3-4010U/HD 4400),None,LIÊN HỆ,https://lh3.googleusercontent.com/7B-UOnKlc70pka_fm9KVetZSnlpaVfbi1He6icXC4kP-KyQuJBiuB5N4LywbsEXGUu2fRhTpYIfmVWSGzA=w500-rw
Máy tính để bàn - PC HP Pavilion 590-p0079d 4LY18AA (i7-8700/8GB/1TB HDD/GT 730/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/-tTFLm1LTLAULI3IIgr_F7DtnsHBEVVTUtaRpato9IUHQcgw0qti06XvaxiKHFcgJWxnfufgLVcnbussbBU=w500-rw
Máy tính để bàn - PC HP Slimline  290 p0026d 4LY08AA (i5-8400/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/VBx3u3sv8IdyeAVy7mrXzlEJKkCqxuVWIRyEuhsz3mT1FL4Lim8th7gQrjJn6EG-2m7XyXPCbb0xkpeAvw=w500-rw
Máy tính để bàn - PC HP ProDesk 400 G5 MT 4ST34PA (i5-8500/4GB/1TB HDD/Radeon R7 430),None,LIÊN HỆ,https://lh3.googleusercontent.com/cf6a_mojJCJ7bv1oLOrS5AwBQO6lRVJyKxzXWt_LA9oSaVNwMfOHAap_76RbuwV2A0WwAvgCj18Piw1lCIk=w500-rw
Máy tính để bàn - PC ASUS Vivo AiO V222UA (V222UAK-BA025T) (21.5"/i3-8130U/4GB/1TB HDD/UHD 620/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/EYWMCoFH2XGcCEqSGYKaH3EE2YGrFjdziKeqhMOYEdwAlIqz9Jc1CDuDAXeiyRmH8tZk3aXj0C3YI3gg25I=w500-rw
Máy tính để bàn - PC Acer AS XC-885 DT.BAQSV.007 (G5400/4GB/1TB HDD/UHD 610/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/yoMoZ8jvWcpLercepEhceLiiDuRHa3FUz7Wf8pCLgcV_SI74lkiAmOXIHBnUGiykSOFJQDsk4hubZuYBxOQ=w500-rw
Máy tính để bàn - PC Dell Optiplex 3060 SFF 70166584 (i3-8100/4GB/1TB HDD/UHD 620/Linux),None,LIÊN HỆ,https://lh3.googleusercontent.com/mA8zdi23cNG7wS1jRLBODCcPvxDH5ZwevfANFg35KQuC6e4fSnRwhF6oKQbo_GvXBi96ZtFE47_z_bJucEM=w500-rw
Máy tính để bàn - PC HP 22-c0059d 4LZ25AA (21.5"/i5-8400T/4GB/1TB HDD/MX110/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/RXzA5LOT14pa14vWqV48w-ZfRDm1mhWQoVnQcqMXVfyam9iaROBnZjHcW86rrc68m9x9uL42g4759FooVhc=w500-rw
Máy tính để bàn - PC Acer AS XC-885 DT.BAQSV.014 (i7-8700/8GB/1TB HDD/GT 730/Endless),None,LIÊN HỆ,https://lh3.googleusercontent.com/wlpq9UtDpcNMxGiOyd_v9Dg9djlej2dYOj72tR3lsgD_1QB79Ss4juQMC-8QVHdG_gVM168ugdCotCT8Nlc=w500-rw
Máy tính để bàn - PC Lenovo Ideacentre 520 22ICB F0DT0058VN (21.5"/i3-8100T/4GB/16GB Optane/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/JP8XIOXEja0nG4-kJFIpsdwQYiAOX7rs11x6okf_HHYbqmbEmRDfbd8DiWMk9iHwM5gFB-PZynqvwPhjs8I=w500-rw
Máy tính để bàn - PC HP ProDesk 400 G5 MT 4ST28PA (i3-8100/4GB/500GB HDD/HD 630/Free DOS),9.790.000đ,9.390.000đ,https://lh3.googleusercontent.com/9LDz6NaviK-DZc-538atkTuaoqn_f3DPKptZnk6A9iwuRzQm9aWQJOJG02OxND9uTTfLGNoYfoIhibmc95s=w500-rw
Máy tính để bàn - PC Lenovo IdeaCentre 510-15ICB 90HU00A2VN (i5-8400/4GB/1TB HDD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/whyaeYj1QgWpZay-4fHkNVgL88TZ3y_RaEacI6XsMD_N8edUCvwUH_uf_30aTX8k_iodRwxxAEEcO4B-WRo=w500-rw
Máy tính để bàn - PC Lenovo IdeaCentre 510-15ICB 90HU0095VN (i5-8400/4GB/1TB HDD/UHD 630/Win10),None,11.690.000đ,https://lh3.googleusercontent.com/iGtYlbb_qcKLVPpRcPT0Z4hFvwvfyI7l8G6duTukfk3zf6TLIpgVj_t8D6gRDyjP91S1DsUnMAmG99u5jf-g=w500-rw
Máy tính để bàn - PC Lenovo IdeaCentre 510-15ICB 90HU00A3VN (i5-8400/4GB/1TB HDD/GT 730/Free DOS),12.290.000đ,11.649.000đ,https://lh3.googleusercontent.com/3HSndsI3cUHSD2UFSpPr1fYYPAcg9MuZ4mmhTayRS558ReuuR10NwJvwiTf5YsEw9zEE7f24kuaa0h7jTJ69=w500-rw
Máy tính để bàn - PC Lenovo V530-15ICB 10TVA00DVA (G5400/4GB/1TB HDD/HD 610/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/AX03efzUxVjbJO4Lg0S80QsmmcQKcryOiaWcfP2eCw7lyJupP3qPpbpsYM5mnBnPX8ZwM2_9K48ud480sQw=w500-rw
Máy tính để bàn - PC Acer AS XC-830 DT.B9XSV.001 (J4005/4GB/500GB HDD/UHD 600/Endless),None,LIÊN HỆ,https://lh3.googleusercontent.com/ZVU6PMUhiMTS8SS32XadjWA6r8mglS-NWXFoi76j7Waayxv9jftU7-FjUStyvJtah06y71UKcka-6dB0rLU=w500-rw
Máy tính để bàn - PC Dell Vostro 3670 MT J84NJ3 (i5-8400/4GB/16GB Optane/1TB HDD/UHD 620/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/mhAW0kvqoQCYuQtLTNZg8BfA4Cd0l9w5HFfma0anZHP0bFBf45BlJTW7Y3y8RqbZt0HLtAbvQe_Bvpwd-w=w500-rw
Máy tính để bàn - PC ASUS S340MC I58400038T (i5-8400/4GB/1TB HDD/UHD 630/Win10),None,11.690.000đ,https://lh3.googleusercontent.com/44qz6451vzA1ekkBOca3ROECKq8bYtro3uLZanGSYYL5AVpxK12C-NlrazG4loVIWGVaams_xvMp8SKLUM4=w500-rw
Máy tính để bàn - PC Phong Vũ F5400-3 (G5400/4GB/1TB/UHD 610/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/0NU25iJkIR2EEC0DQtO5mJ_MzkGAR5Qu0Gd6tZZC82rJ7W_Fg-AKiIBzLEg2TW7tF0M2rao7X8HMfJp6ynQ=w500-rw
Máy tính để bàn - PC HP 280 G3 SFF 4MD66PA (i7-8700/8GB/1TB/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/VXftfpqLFX6C0pwMr1iwLpTNUGXT9oTGvUShNNBAtpYFQaFobp6DfXxAEc_XfypMeVK-vJdOT_P0e6-LoJI=w500-rw
Máy tính để bàn - PC HP ProDesk 400 G5 MT 4SX07PA (G5400/4GB/500GB HDD/UHD 610/Free DOS),8.090.000đ,7.790.000đ,https://lh3.googleusercontent.com/YB838Vhvu1ocoN-oHNGVKbjEkdgtggiyU6T6NkZzzO8_nbiu1FtqADsRvNo3icWg8ulaIYEMkjjOpl19NIw2=w500-rw
Máy tính để bàn - PC ASUS Vivo V241IC V241ICUK-WA212T (i3-8130U/4GB/128GB SSD/1TB HDD/UHD 620/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/77HJSM77ZMtwv854ZJvNwXdxG-dreFJrnPyuW7MOuai_95Lv8C7AvWYuCNVOOigSyY0nUG2AH9kiigcZm64=w500-rw
PC Apple iMac 2019 MRQY2SA/A (27"/Core i5/8GB/1TB HDD/Radeon Pro 575X/Mac OS),None,LIÊN HỆ,https://lh3.googleusercontent.com/Npg8wgPd7aJiBQz_ejkgwERmUMYm-LCi7VxCIEhfYiJJxAeQhKWqAlqEuGEfFhASpLR9AxA31yDh77DyAw=w500-rw
Máy tính để bàn - PC HP AIO ProOne 600 G4 4YL99PA (21.5 FHD/i7 8700T/8GB/1TB HDD/UHD 630/Win10),32.457.000đ,29.990.000đ,https://lh3.googleusercontent.com/fAMuaCJ47qUVVz5frjb_lZyiwfvnpOuA7F4nsVgIYoir3Dk_sqxc784c1qRbKmeX2I9ruwh6ojia2wda_g6R=w500-rw
Máy tính để bàn - PC HP 290-p0111d 6DV52AA (i5-9400/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/rZFxCf3sahjsDcmJNruJ3XjyLqdPrb8sY0thY3Eh4WA-JiEYraV1rD_SErP6nCKOIgApeyRlyUjslYw0LQ=w500-rw
Máy tính để bàn - PC HP Pavilion 590-p0109d 6DV42AA (i5-9400/4GB/1TB HDD/UHD 630/Win10),12.390.000đ,11.370.000đ,https://lh3.googleusercontent.com/o4nU8YohBXcfAlaRjYqvmyJ_okxhG3yhfK6riAzCtDPcyJt4JfrRsFBqt5MfdTv5Bl2xcaMWByaC-P2e3a0=w500-rw
Máy tính để bàn - PC HP 290-p0113d 6DV54AA (Pentium G5420/4GB/500GB/UHD 610/Win10),7.690.000đ,7.460.000đ,https://lh3.googleusercontent.com/Ug-kdymPNuHRn6qbWBTCpmHjmLPOA88T_lNh-sav2_s7j1HmRA4fBP7tj2Qggx8bJ83-lUQEGwAZwjGlEPo=w500-rw
Máy tính để bàn - PC HP 280 G4 MT 7AH84PA (i5-9400/4GB/1TB HDD/Radeon R7 430/Free DOS),None,12.790.000đ,https://lh3.googleusercontent.com/twd6gT8UGrD2HhMRZg2JiWYyYTKVpFdtOdAZinep3oRnr9GJStWDxIZHl2AY9gp2_qE-sLN7iv435XWlt88=w500-rw
Máy tính để bàn - PC Dell Vostro 3670 MT 70189214 (i3-9100/4GB/1TB HDD/UHD 630/Linux),None,LIÊN HỆ,https://lh3.googleusercontent.com/gosfa7PbUiSNBlbylxlNNckwNUQJ-sJyGb2IcZVmf23UHfPSPFTtesj1najHJfNhPP3JLuNAnUGzmZQYSg=w500-rw
Máy tính để bàn - PC Dell Inspiron 3470 SFF STI59315-8G-1T (i5-9400/8GB/1TB HDD/UHD 630/Ubuntu),None,LIÊN HỆ,https://lh3.googleusercontent.com/qSANbKr-trDD0Ha7DGgCGm_jiK5mO35dePUbHbzihNE_8jn8lGUC563b0G-L5BVsa1WpTcE2OqmwDEO2bls=w500-rw
Máy tính để bàn - PC Lenovo V530-15ICB 10TVA00EVA (i5-8500/4GB/1TB HDD/UHD 630/Free DOS),12.490.000đ,11.237.000đ,https://lh3.googleusercontent.com/e-hbV9fAPRKbazogbVRO6IVs1V9ybd0qN1Km6Oi0U5Dqqn7DZ93qsF-iyLYuz8aB8xFLgkIqVCUeMUM0C3s=w500-rw
Máy tính để bàn - PC ASUS D340MC (D340MC-I38100017D) (i3-8100/4GB/1TB HDD/UHD 630/Endless),9.690.000đ,8.320.000đ,https://lh3.googleusercontent.com/a2D_Mzrqsmc9zHldvXwIruIABRp-Oqe0dR629ZS8yaEsPboVH8SsD2UzJmyeVJY5eq8r2LwgcmbflkatCr-E=w500-rw
Máy tính để bàn - PC ASUS D340MC (D340MC-I58400013D) (i5-8400/4GB/1TB HDD/UHD 630/Endless),None,LIÊN HỆ,https://lh3.googleusercontent.com/l7PY-192axuPlcPqGzn2APNE3Gnbprjlpw31xyHLA9eALbFjWGetBihIfBqElMW8zAmNFDxeygu8lEakfFk=w500-rw
Máy tính để bàn - PC ASUS S340MC (S340MC-I58400106T) (i5-8400/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/srtuXdK1udUrVfSSkFCgAVn_4u5pCKbLTZOADrSjPEUEeBfiZY9chIH2XORXUx9B_ZUANc5aAna8QlG_LczZ=w500-rw
PC Acer Aspire XC-885 DT.BAQSV.028 (i5-9400/4GB/1TB HDD/UHD 630/Endless),None,LIÊN HỆ,https://lh3.googleusercontent.com/l9Ug5XHeqNtXJTqHMp15YkObhtGCuqW5oEOoUjkU846gpcHYCJFEG8n_eRl-OEoNW-kOnnu_5yZSCfT-3w=w500-rw
PC HP ProDesk 400 G6 MT (7YT03PA) (Pentium G5420/4GB/1TB HDD/UHD 610/Free DOS),None,8.190.000đ,https://lh3.googleusercontent.com/L53ysrXBnQUmrwFGiO4ZhR4speNOsyxGkvBdgE7jYLdN7XCVddBuq1HTthMZLfxBEoKN_GdyNxS9dHwe_Q=w500-rw
PC Dell Inspiron 3671 MT 70205600 (i5-9400/8GB/1TB HDD/GeForce GTX 1650/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/P8FSdXKoAe2efZaFKRgSNkM84eKmjo3EzwH4dbEeWMCwDktbC-q6bz20Ud-Hj6bFHP-ncMfAc5gAZMKgARQ=w500-rw
PC Dell Vostro 3471 SFF 70205610 (i5-9400/4GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/msZipMPZKL0tNKLBKuACSEHvQOH5QpbLFXIk_HzW3bt10aoIvap2mNE323cLe4DJD2A87npsyUXIAdokPg=w500-rw
PC Dell Vostro 3671 MT (V579Y3W) (i7-9700/8GB/1TB HDD/UHD 630/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/Gb7GEhgvZn28_Yr-1OPFYvOuKkb6OJToqDUiI5hHiQBrRagMHPTmgmb4GxUn3vgdK5dD3tI4hZN98MaPdQ=w500-rw
PC HP 280 G4 MT (7YX70PA) (i7-9700/8GB/256GB SSD/UHD 630/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/fC3sl_jpwONrd0QANuKGUNty0l4ePOhiPsiFGHB4lv7spzCTcnYv-WQdpAa1sbJq1VwOj9xClBHxhbzV8slY=w500-rw
PC Dell Optiplex 3070 SFF (70205792) (i3-9100/4GB/1TB HDD/UHD 630/Fedora/BH 36T),None,LIÊN HỆ,https://lh3.googleusercontent.com/XdFAgsc4tnFT31lIis9JiV6-WViQ7umBENu17j8o8oUkI02euF1b4I9FfDIeD1n1SAYuT-rasMfMiXBLvBwo=w500-rw
PC ASUS ROG Strix GL10CS-VN021T (i5-9400/8GB/512GB SSD/GeForce GTX 1660Ti/Win10),None,LIÊN HỆ,https://lh3.googleusercontent.com/QUhd3GHSdq2KQnuFjzXA4KqoWbFVfZKnCt9kudU3ERNJsKudiqBUaxL7I1JiplKgJi-RkLWrJf8Q9V-jQQ=w500-rw
PC HP Pavilion 590 TP01-0136d (7XF46AA) (i5-9400F/4GB/1TB HDD/GeForce GT 730/Win10),None,12.790.000đ,https://lh3.googleusercontent.com/alOlpP3xl_180jkkGdpe-msUFvj5g-ci8sQFLogmxwgqn4dWH7iVBUz4IbFo9yNVNm2eMcrFKLdekPuP7HSP=w500-rw
PC Phong Vũ PVP CoD ASUS V2 (i3-9100F/8GB/250GB SSD/GeForce GTX 1660 Super/Free DOS),None,LIÊN HỆ,https://lh3.googleusercontent.com/dFuoh0LiJkrRvzka_zpWOdxKJ5ErKt6KEPD7dupaXCNCHWdvb5GpwDZsYWqY1B_dc35hlR6rqDrc3w-pWF0=w500-rw
