Tên sản phẩm,Giá trước khi giảm,Giá sau khi giảm,Image_url
Túi chống sốc có tay cầm 13'' (Xám),None,269.000đ,https://lh3.googleusercontent.com/0JjkBCsaERQYQSo6BQ8F69oNTrQnrMVbpYyL2zuuPxHF_oY-oDt5vbS1KsKA4VB_MawDr5UhEDbqjQbCJKIC=w500-rw
Túi chống sốc có tay cầm 13'' (Đen),None,269.000đ,https://lh3.googleusercontent.com/l7E4GQKb1a0GlvVWPKnEIViVYg_fCrr0FPNuoiP95yUNtxaUfaNkDAfX9dgnAJc_rxPRaTd9Bb0SRgAYl6A=w500-rw
Túi chống sốc có tay cầm 14'' (Đen),None,269.000đ,https://lh3.googleusercontent.com/3Dft-Wk_iCF1RB2GXcDVVx-HaaCdlEHCP4T4EGiAgVgrbEIvq92Fz9MgdJij-tpyXswThna3LWMn2afQwzg=w500-rw
Laptop ACER Aspire 3 A315-23-R8BA NX.HVUSV.001 ( 15.6" Full HD/AMD Ryzen 3 3250U/4GB/256GB SSD/Windows 10 Home 64-bit/1.7kg),10.090.000đ,9.390.000đ,https://lh3.googleusercontent.com/iQboG6EMHZwppxEXnslWmA-D-UQ257fwxcU0aGAxNl9pc6zZYd2JI9oORG8qrjLlswtV-65rEws_bbhMmHQ=w500-rw
Túi chống sốc có tay cầm 14'' (Xám),None,269.000đ,https://lh3.googleusercontent.com/KPxD1vBgshAo9_-Xt7LW15naMHIb5wnpMr8KYLElQ-ecxb677P1CzUYfKrrKy-07DA9UjQG8bOZQhM1LWA=w500-rw
Laptop ACER Aspire 3 A315-34-C38Y NX.HE3SV.00G ( 15.6" HD/Intel Celeron N4020/4GB/256GB SSD/Windows 10 Home 64-bit/1.7kg),6.990.000đ,6.790.000đ,https://lh3.googleusercontent.com/x42vHnf5WNR-kEIcH8EDNFgHX2Jrai2UYqOK9hSjGnBN0u6YnNHfLNjYXLagPJXxf8NlU7gHYQXZFFL6yA=w500-rw
Túi chống sốc có tay cầm 15'' (Xám),None,269.000đ,https://lh3.googleusercontent.com/IMZE6GQ4LTGeCvJUPBnFv4lrbJNmdtecuCYDn7dn-QykvXcsUVNZ29kabp8GMEvhtdpZLnxMbD-IlUH2_b4=w500-rw
Laptop Acer Aspire 3 A315-23-R0ML (NX.HVUSV.004) (15.6" FHD/R3 3250U/4GB/512GB SSD/AMD Radeon/Win10/1.7kg),11.090.000đ,10.390.000đ,https://lh3.googleusercontent.com/mTff03XbaObtgDCmrKnXz40Mb3Wu7gbtw_qZAnPFP4YKg6uqSw0rYMJY5T1U-nOoJi5T0JOJzoGeG6zkcQI=w500-rw
Túi chống sốc 11'' (Xám),None,139.000đ,https://lh3.googleusercontent.com/YqViG_UahclI0XDaEVqwsbhOzrnXRjdZ1zPtkRGL8u0mo__Ig0n09W8JAOM3FGczXHt03ja3RgutCtJ4yZ4=w500-rw
Laptop Dell Inspiron 15 3593-N3593D (15.6" FHD/i5-1035G1/4GB/512GB SSD/Intel UHD/Win10/2kg),15.890.000đ,14.990.000đ,https://lh3.googleusercontent.com/dJktvRM9WeTdItwyXzXcF7MR_6CYURjMWn_BqPV966koCn1SqNgf5_abNOANiJpWkgXH63-wv-hVa2nQCUhV=w500-rw
Túi chống sốc có tay cầm 15'' (Đen),None,269.000đ,https://lh3.googleusercontent.com/xUpDuVUziQR6arGIX5B5TWIozw7n5z1O9Yj5AFj9SI_kPO7-im6d2P-Jn9R0g6VFRQm4fwYRSYkTAS2z0SrN=w500-rw
Laptop MSI Thin GF65 10SDR-623VN (15.6" FHD 144Hz/i5-10300H/8GB/512GB SSD/GeForce GTX 1660Ti/Win10/1.9kg),27.990.000đ,25.890.000đ,https://lh3.googleusercontent.com/uWa1gnRn0DhuIurAzm2uloKTPX3kCFOP4PUr2DBFB1AId6IGRguhj8Xo11TcSbXJrUDXxxJ9Vuk5USFEUl5i=w500-rw
Laptop HP Pavilion 14-ce3013TU (8QN72PA) (14" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg),13.490.000đ,12.690.000đ,https://lh3.googleusercontent.com/PKxgTsa78gk7n6fHa9eNXK5rzdZaopNY4IbUrMUnRTdnPtY8z4VdEB_8PPauLZbuHp9M0Yzw-7QMY36jZA=w500-rw
Laptop Lenovo Ideapad S340-14IIL-81VV00FRVN (14" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg),12.790.000đ,11.990.000đ,https://lh3.googleusercontent.com/81nOeC1SxNFsFnnCexsn8d-tJ7YaoPBw5arqyCq7r2enNmbvTX4muMaIkAxXcXQPd26feWsS2q6ODXO0tuKr=w500-rw
Laptop Acer Aspire 3 A315-23G-R33Y (NX.HVSSV.001) (15.6" FHD/R5 3500U/8GB/512GB SSD/Radeon 625/Win10/1.7kg),13.590.000đ,12.990.000đ,https://lh3.googleusercontent.com/PBlDR9tqIrTR56RcXIJWq8Fi87eo-W8TGNrz4r9pAlyLtBECpZc2tm0Cu9apm2uE49U4rU-Uh_eCW38aaw=w500-rw
Laptop Dell Vostro 14 5490 5490-V4I3101W ( 14" Full HD/Intel Core i3-10110U/4GB/128GB SSD/Windows 10 Home 64-bit/1.5kg),None,14.790.000đ,https://lh3.googleusercontent.com/Gm79bMivQ6AKNKgQYV2c8GZcyJy-4g84MFbUUtvIrJvJup-MJFcyrqyf-cd28yL8vuD3M_z-SL8UKzrYT7Tms_onIXLB_aU=w500-rw
Laptop ASUS D509DA-EJ286T 90NB0P51-M04840 ( 15.6" Full HD/AMD Ryzen 5 3500U/4GB/256GB SSD/Windows 10 Home 64-bit/1.9kg),None,12.190.000đ,https://lh3.googleusercontent.com/oQYG6qx57xBwoxv66EDlbbpks6Z_FG3JB3Oos7xuTs-9OW_myBGttlZtHAgpCtewkqjjBo-DTkpnBKsCbg=w500-rw
Laptop Acer Aspire 5 A514-53-346U (NX.HUSSV.005) (14" FHD/i3-1005G1/4GB/512GB SSD/Intel UHD/Win10/1.5kg),14.190.000đ,12.990.000đ,https://lh3.googleusercontent.com/k-5u_Hlz4L3xYLZcnfu6i86Pn7nAGfHXnJ2d9YR3CX5yaW8bqe19sl7ObBepvvoJJmixT5oik5-ty0eH2GM=w500-rw
Laptop Acer Nitro 5 AN515-55-70AX (NH.Q7NSV.001) (15.6" FHD/i7-10750H/8GB/512GB SSD/GeForce GTX 1650Ti/Win10/2.3kg),29.290.000đ,27.490.000đ,https://lh3.googleusercontent.com/FPVLsfy8AOkj2wb3s6Qeb4OhfsFbHX4IkZ516gFugr48FzCi1KPPweWdcvw8z5uAmpDPrM7TaHyuZFPDh8iz=w500-rw
Laptop Acer Aspire 5 A514-53-3821 (NX.HUSSV.001) (14" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.5kg),13.190.000đ,11.890.000đ,https://lh3.googleusercontent.com/oBlqiyaUA8D5DdgGlUsNWkOT_o5T3TLkvNyB45Vm7eXjVpiOnfAAhwN5pfl_P2ej0UZCFtN4qLvs0EqYDvA=w500-rw
Laptop Acer Aspire 5 A514-53-50JA (NX.HUSSV.002) (14" FHD/i5-1035G1/4GB/256GB SSD/Intel UHD/Win10/1.5kg),None,15.690.000đ,https://lh3.googleusercontent.com/ywi5TnAHp7nbhtb0uOYXb9YnVx3F4LFJaMa2aFP85MIyGkH_32boz0-20JWBvykzrt7ruhDBJ8aIaFMzgw=w500-rw
Laptop ASUS 14 D409DA-EK152T (14" FHD/R5-3500U/4GB/256GB SSD/Radeon Vega 8/Win10/1.6kg),11.990.000đ,11.690.000đ,https://lh3.googleusercontent.com/uMVERiD3xgdnerHPp8am9zYIITEitLajkNpNJRk-Ioz5qWhUolz5pXK6kBTCkk9xWSCbZUSoTUyoPky529o=w500-rw
Laptop ASUS VivoBook 14 A412DA-EK346T (14" FHD/R3 3200U/4GB/512GB SSD/Radeon Vega 3/Win10/1.5kg),None,11.690.000đ,https://lh3.googleusercontent.com/wp1Ubx2wcArzwhQmlx9RkXWGKP-oLBJLs7mbTta5-z4RbwzyhN7KjC3xgYaPqIY6JmQQICoKLB3K9SgW8b0=w500-rw
Laptop Acer Aspire 5 A514-53-50P9 (NX.HUSSV.004) (14" FHD/i5-1035G1/8GB/512GB SSD/Intel UHD/Win10/1.5kg),None,16.990.000đ,https://lh3.googleusercontent.com/jSKoqLbtn1KWSU5GuRD7fH0cdichji2kdy-67rgxAkTICYVoxdlLsXhSX03Ej1q-5ex8VAMiQujT41zeXYVC=w500-rw
Laptop Dell Inspiron 15 3593-N3593C (15.6" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/2kg),11.090.000đ,10.990.000đ,https://lh3.googleusercontent.com/MytGcix1piH4Cgy0XT4vdG_ntGWf26z-214lupaAhX6xl_5dS5nIiq_l9OIOWTtlamNRDq4uhPi5kphTSg=w500-rw
Laptop Acer Aspire 5 A515-53-330E (NX.H6CSV.001) (15.6" FHD/i3-8145U/4GB/1TB HDD/Linux/2.1 kg),11.490.000đ,9.590.000đ,https://lh3.googleusercontent.com/u6mNBFptD17dFeQB_rT6uZYFTVA2YRCCNRzMD8zwQLMBwtA2ouzGl87Sppk-NDLLwhKTmK_ZJSBTAphPLk4=w500-rw
Laptop ASUS VivoBook 14 A412FA-EK155T (14" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.5kg),None,11.490.000đ,https://lh3.googleusercontent.com/EPBZ_tkkm3TFZSitq9ti_hkQ75whTrIXojfdYV-4naVPaomfWow79dMhD_8PGVBIB_oM3dfDUH9KOrYhDg=w500-rw
Laptop ACER Aspire 3 A315-55G-504M NX.HNSSV.006 ( 15.6" Full HD/Intel Core i5-10210U/4GB/512GB SSD/NVIDIA GeForce MX230/Windows 10 Home 64-bit/1.7kg),None,14.990.000đ,https://lh3.googleusercontent.com/BG9OY5661wOKaTmw6s42xcepnaiZ32J_5UNbvECAE2obmpb2xjJN2_SszSR7v44oYS4ta-gHGAr7ctuZf7k=w500-rw
Laptop Acer Spin 3 SP314-51-36JE (NX.GUWSV.005) (14" FHD/i3-7130U/4GB/1TB HDD/HD 620/Win10/1.7 kg),13.899.000đ,12.990.000đ,https://lh3.googleusercontent.com/OEdAyRDdDhyxtQQvummHtf4f_SVFlp8rxTy0YpZ7uGDPjIfnVUk-gekTkouCjdHdB47ZGABq80XgAk2OoFo=w500-rw
Laptop Acer Aspire 3 A315-56-59XY (NX.HS5SV.003) (15.6" FHD/i5-1035G1/4GB/256GB SSD/Intel UHD/Win10/1.7kg),12.990.000đ,11.990.000đ,https://lh3.googleusercontent.com/I2u_aJX4bs3eh5m9UBeIX7eVICg11NWyX8DtWTf9mjQmGfwGdJsAtT1W1uW8Rfs8M1KHV-Nog-VKKR68yg=w500-rw
Laptop HP ProBook 440 G6 (5YM63PA) (14" HD/i3-8145U/4GB/500GB HDD/UHD 620/Free DOS/1.6 kg),None,12.390.000đ,https://lh3.googleusercontent.com/R8FkFWwIAZhTrbcjLsenAnnoIsQEe7WCu5ZlSF0ExubP258V9Yfe3JDlnEYIBKbjlTCUx_xCNMQnVmAKorjf=w500-rw
Laptop Acer Aspire 5 A514-51-37ZD (NX.H6USV.003) (14" HD/i3-8145U/4GB/500GB HDD/Win10/1.9 kg),11.790.000đ,9.590.000đ,https://lh3.googleusercontent.com/UkAjjGo8cjlvSgkntVNxL_38chITHbzjqZtyi-YN9aLovcH4YhiHagxHaMaNdelA_UgP0MPwuouNcjb_agk=w500-rw
Laptop Acer Swift 3 SF314-56-596E (NX.H4CSV.006) (14" FHD/i5-8265U/4GB/256GB SSD/UHD 620/Win10/1.5 kg),17.999.000đ,16.990.000đ,https://lh3.googleusercontent.com/0v4BOrO8a0DMCnJUWOE9fqQHPdnTlFlpJs0eU2PMfOMiwAcogivmBhgO4Fd_hjAmMFPqhFeFJyify1WC2QrG=w500-rw
Laptop LG Gram 15ZD90N-V.AX56A5 (15" FHD/i5-1035G7/8GB/512GB SSD/Intel Iris Plus/Free DOS/1.1kg),32.000.000đ,29.490.000đ,https://lh3.googleusercontent.com/L-hbem7EPY_Oh-8GRDqBQqpJ_ryiYE3QOyw9SdabLPKkE0IzYJ04MRp2wNcmjWfvhgxmqArvoqPMnkqFmZc=w500-rw
Laptop Acer Swift 3 SF315-51G-535X (NX.GSJSV.005) (15.6" FHD/i5-8250U/8GB/1TB HDD/MX150/Win10/2.1 kg),19.999.000đ,18.590.000đ,https://lh3.googleusercontent.com/ff6Aj4XebdEd2wWhNdbPuRTVNV0lh7nb3LeXPe3Lr4W1-1arUCdoSm3Ww4GJ_J2Fkl-QTP5lecPI1V8zSDgm=w500-rw
Laptop Lenovo Ideapad S340-14IWL-81N70064VN (14" FHD/i3-8145U/8GB/1TB HDD/UHD 620/Win10/1.6 kg),None,10.790.000đ,https://lh3.googleusercontent.com/oV1BCUE_TTClbBSkTMHEMtyv58YpXS432zvuhX_Qi7RvOSz8L3QTfrRdoB82cQCLSW06fYTtb1ABIImpPfI=w500-rw
Laptop ASUS TUF Gaming FX505GD-BQ012T (15.6" FHD/i5-8300H/8GB/1TB HDD/GTX 1050/Win10/2.2 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/ZSA7gqQ3Sah9dqq-aFk41ggTnsWJChWamstvTo1oa_WuB3ZJ2YYHaYJ7aRzC_CCbI7UDpvQILYPFrCFXew=w500-rw
Laptop Acer Aspire 5 A514-51-35NN (NX.H6USV.001) (14" HD/i3-8145U/4GB/1TB HDD/Linux/1.9 kg),10.990.000đ,10.290.000đ,https://lh3.googleusercontent.com/3lw7fH1tDdVE_iPaATiidWE-VZKVZr3mlQvutLc2qDaorpiwqE4qdC075b2zKIxzJdTtEFzddQ-_-4gsYeQ=w500-rw
Laptop Acer Aspire 5 A515-53-5112 (NX.H6DSV.002) (15.6" FHD/i5-8265U/4GB/16GB Intel Optane/1TB HDD/Win10/2.1 kg),14.990.000đ,13.990.000đ,https://lh3.googleusercontent.com/WZlJ3-iU8BiDIK0wzcO2Ykvk9iy1S8smAuCk2oer3uVYchFmKwFNdhrYDinUP2tCWMfaiHJl7TOKJpbJ85I=w500-rw
Laptop LG Gram 14ZD90N-V.AX55A5 (14" FHD/i5-1035G7/8GB/512GB SSD/Intel Iris Plus/Free DOS/1kg),30.500.000đ,27.990.000đ,https://lh3.googleusercontent.com/G7vI9TxoB9XeeUgsctYjLoc1icM4GGZzwpV-l-Iupze2EGDXbiGl0B-IhV0UFaO8oBlGfX3yOVoEq_GNEQ=w500-rw
Laptop ASUS 15 X509JP-EJ013T (15.6" FHD/i5-1035G1/4GB/512GB SSD/GeForce MX330/Win10/1.7kg),15.990.000đ,15.590.000đ,https://lh3.googleusercontent.com/pUEj0WkX0KW1ecKfUhvibczyVxLUz8D23OMHlOB4v0n3wjGBKIVawHheu5DlPu7agAr3NfgOe8gyWHkXbzs=w500-rw
Laptop Acer Aspire 5 A515-53G-564C (NX.H82SV.001) (15.6" FHD/i5-8265U/4GB/1TB HDD/Free DOS/2.1 kg),15.490.000đ,14.390.000đ,https://lh3.googleusercontent.com/7OmAS5N7SZIRRgyijauUwDsx2-uABASYBz6uvODbezUXlcyHsEDzIB64phu5NE_VCz4txdpmfBM9vKcIyaw=w500-rw
Laptop Acer Aspire 3 A315-54K-37B0 (NX.HEESV.00D) (15.6" FHD/i3-8130U/4GB/256GB SSD/Intel UHD/Win10/1.7kg),10.999.000đ,10.090.000đ,https://lh3.googleusercontent.com/2rYbGuPNadQiY7xAeWGD48YJi9unZ2w7ww1dunHo2kLI9Iez3YiqOSs2UVW-IuN-v4hebC3YC1PUbpaRArv2=w500-rw
Laptop Lenovo Ideapad S145-14IIL-81W600AQVN (14" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg),None,10.590.000đ,https://lh3.googleusercontent.com/DKO2iaRUxjQLAHmSLeNfRTxf0k0yJlnUohfd7v7mkzp6A7jADObiBvQmJJminF6rAI0_bUQ9evogjutg8A=w500-rw
Laptop Acer Swift 3 SF315-52-52Z7 (NX.GZBSV.004) (15.6" FHD/i5-8250U/4GB/1TB HDD/UHD 620/Win10/1.6 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/9jsqa2sCGaVFLcy7vVx1EuW0ngB3kyEHzm3KZLpyAeblS6WmyQkwH3TZfzSNPrVingimxLpN20fogK123T3s=w500-rw
Laptop Lenovo Ideapad S340-15IILD-81WL0042VN (15.6" FHD/i5-1035G1/4GB/256GB SSD/GeForce MX230/Win10/1.8kg),15.790.000đ,12.790.000đ,https://lh3.googleusercontent.com/CZYur4VTbuaQ6WdtwQ2Xjsg79CdQOIA6otMeFNYYYJgdtFwm9Cos64e5lFaWa3Lfwya6JncSqIOyq3MObOc=w500-rw
Laptop Lenovo Ideapad S340-15IWL (81N800RSVN) (15" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.8 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/WDzqNhmsFfSgtDVTs_bCx1qxeSA9xMRtPXsNk-K9X4o9BMtURyrGFaKYUQK3N1sdJ0HchtBzTACEC0d6T7g=w500-rw
Laptop LG Gram 14Z90N-V.AR52A5 (14" FHD/i5-1035G7/8GB/256GB SSD/Intel Iris Plus/Win10/1kg),32.000.000đ,28.990.000đ,https://lh3.googleusercontent.com/owyccDeS1qwU9u23hkPChVZ7SR5F7678_luaFI60i_FzxHlCNdhSWtn-fOwhvG_D0YtqoRyqyqlTZ0VFMPs=w500-rw
Laptop Lenovo Ideapad S145-14API-81UV008GVN (14" FHD/R3 3200U/4GB/256GB SSD/Radeon Vega 3/Win10/1.6kg),None,9.690.000đ,https://lh3.googleusercontent.com/qlI_KY4maMf-owRYPP8kcWWl7XhHUGCUdx3mj_91U-FF85l7Vn3jDoIWcD1IeofZU26dSORzxs-Y0RVeANo=w500-rw
Laptop ASUS VivoBook X505ZA-EJ563T (15.6" FHD/2500U/4GB/1TB HDD/Radeon Vega 8/Win10/1.7 kg),None,12.990.000đ,https://lh3.googleusercontent.com/vGH07YsTcW2rR9eu03E4JjV_DtFU9o0_aPFdYIVHKAWwXiAfpFVHyUBlpJQDQ2HfGl9AaAGm782kuHqV0QHo=w500-rw
Laptop Acer Swift 3 SF313-51-56UW (NX.H3ZSV.002) (13.3" FHD/i5-8250U/8GB/256GB SSD/UHD 620/Win10/1.4 kg),26.490.000đ,21.990.000đ,https://lh3.googleusercontent.com/3v4BYiMjCJmWCq5piog6LhIzE0RALT-WYy-zE1aBnspgZn8ih4HnwDsqb7KOZyrv7DS_qBd9ZqCqxTQabnk=w500-rw
Laptop Acer Swift 5 SF514-54T-793C (NX.HLGSV.001) (14" FHD/i7-1065G7/8GB/512GB SSD/Intel UHD/Win10/1kg),29.990.000đ,29.090.000đ,https://lh3.googleusercontent.com/8eR25PkgesL11ayAURSdg6yCZtLQZlmCALFZSr9kMFUtHsNz8iiI_3a-qdPk7H3YSL7mMU_M25NlFRk45g=w500-rw
Laptop Acer Swift 3 SF315-52-38YQ (NX.GZBSV.003) (15.6" FHD/i3-8130U/4GB/1TB HDD/UHD 620/Win10/1.6 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/3QvwbL5RiUGeN3c_pKSwrhvD1b-AeOK6jw3Zn85CeDSVCFRWxBxd3wKh38RJTShDTkOJNMThb9Rue3UHJrk=w500-rw
Laptop Acer Aspire 5 A515-53-3153 (NX.H6BSV.005) (15.6" FHD/i3-8145U/4GB/1TB HDD/Win10/2.1 kg),11.990.000đ,10.890.000đ,https://lh3.googleusercontent.com/JYEnrXQIWWeo9bMWf3mVi9ANMqI6U9ERc3cPnWNlUmPjQ042cREKoH4aan83bGJQ93FPpkZi9HaPsMu5FXy5=w500-rw
Laptop Dell Inspiron 3480-NT4X01 (14" HD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.7 kg),None,12.390.000đ,https://lh3.googleusercontent.com/cti9K7DXYimrjvJ30rbK7Bk_GLWPtrzHy2Il_TZ9VNd2lAVjY-TInfkM85g7qG7_xeHDFxOsxYkjdGbXDYjV=w500-rw
Laptop Acer Swift 3 SF314-32-54-58KB (NX.GXZSV.002) (14" FHD/i5-8250U/4GB/UHD 620/Win10/1.5 kg),None,17.999.000đ,https://lh3.googleusercontent.com/qtSJgl9RRbBzDxJbV7uj5xirsFmnp6UY64xH2xmd9TiOlrLP_oyk5-satDZGOHQIAKxkMJZ9HkZ2tH9ESoGz=w500-rw
Laptop HP ProBook 440 G7-9GQ16PA 9GQ16PA ( 14" Full HD/Intel Core i5-10210U/8GB/256GB SSD/Free DOS/1.6kg),None,18.190.000đ,https://lh3.googleusercontent.com/gz61fkoz1nIn1k2_hwjktbtSfcpr1N2Axjtsvowrgq-Nxi3Ae0xKVOIa0mwhEj5cMiZOjD7Xr1h-m93j_g=w500-rw
Laptop Apple Macbook Pro 2017 13.3" MPXR2 (13.3"/Core i5/8GB/Iris Plus 640/macOS/1.3 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/kjKkj9cF5X0l5BaghULIDqQpiT-1KNhmzBKz96MKM0kOUMn8aEN_d94iAP0da2-Hhf4LZI3uQ5FqAQpNwV0=w500-rw
Laptop ASUS VivoBook S15 S530UN-BQ263T (15.6" FHD/i5-8250U/4GB/1TB HDD/MX150/Win10/1.8 kg),18.090.000đ,16.390.000đ,https://lh3.googleusercontent.com/z_1GrehVGtLeaYAI8nOLYM1zCyRkqzQmsjqIyEhbqIClRQZkPA52bgdY8-k3fHpPjz1HyYlNOvuEicBH9yc=w500-rw
Laptop Acer Aspire 5 A515-53G-5788 (NX.H7RSV.001) (15.6" FHD/i5-8265U/4GB/1TB HDD/Free DOS/2.1 kg),15.490.000đ,14.390.000đ,https://lh3.googleusercontent.com/FQB8KSD64Zo9b4JocjiFwQGbHDjRnJaldnj8hboyxK8fb2ON8E7kKUAH2-HMzZPcmXl0tJVvHXGgV-ABIFr-=w500-rw
Laptop Acer Aspire 5 A514-51-58ZJ (NX.H6XSV.001) (14" HD/i5-8265U/4GB/16GB Intel Optane/1TB HDD/Win10/1.9 kg),14.990.000đ,11.990.000đ,https://lh3.googleusercontent.com/uKsbtZ9d6IL850WWEAMj4-2ZyFkPsEltsE1v-4WQnnOqYMWO__OttqNCR6rU8k10IEm6SCE7Pfg96N0cNw=w500-rw
Laptop Acer Aspire 5 A514-51-525E (NX.H6VSV.002) (14" FHD/i5-8265U/4GB/1TB HDD/Linux/1.9 kg),13.990.000đ,11.090.000đ,https://lh3.googleusercontent.com/QBYf_qvhZur9q9kfuOx3LDkJ9voQTfqrEdDHMgiGiS-oJmi1HxFSpwVdGejZsK5lQJkmb4nAHXrzJDm6E0E=w500-rw
Laptop ASUS ROG Strix SCAR II GL504GM-ES312T (15.6" FHD/i7-8750H/8GB/256GB SSD/GTX 1060/Win10/2.4 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/AiLttFPYF0ooqs6_pY6zaWwSdfSllmjR9UlrUIp-41zl2wEMSB8WXfoK0FN4RGy57gBEe6oh4ogpADzyYp0=w500-rw
Laptop ASUS VivoBook S14 S430FA-EB069T (14" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.4 kg),13.890.000đ,12.890.000đ,https://lh3.googleusercontent.com/LWUJGQK0ONBHYBi2ByLatgNqsoJUsdhJPVYqTA9a0U5fBsFL8orkQOIKvF6AjFzHHhC2Zr5AhlZw2LqRpA=w500-rw
Laptop Lenovo Ideapad S340-15IWL (81N800AAVN) (15" FHD/i5-8265U/4GB/1TB HDD/UHD 620/Win10/1.8 kg),None,13.590.000đ,https://lh3.googleusercontent.com/5A4npAUsWkV_Wag9_abxdDqzWFS0MiqNLg9vGTqGqJQglehwaI_Wtjy-82p6pQA-ifIbAlPXFjNnaxJYrbw=w500-rw
Laptop Lenovo Ideapad 5-15IIL05-81YK004WVN (15.6" FHD/i5-1035G1/8GB/256GB SSD/Intel UHD/Win10/1.7kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/Pf6WzAA1TsD9jDz85MkZyqvCz-oWQCwBojKJlLqfntG2k7UKy0sWylRVKhThRAE-59PyxKWujTXMVtj78a0=w500-rw
Laptop Lenovo V330-14IKBR (81B0008LVN) (14" HD/i5-8250U/4GB/1TB HDD/UHD 620/Free DOS/1.5 kg),13.490.000đ,12.790.000đ,https://lh3.googleusercontent.com/BjPdOgPRBJDhVHoZmFb6PR4hQjBOztGlNDBQHxQuq75d9Qx_FqioiNuYlAbGtyVZwPG-shR01u8rWQJT9M8=w500-rw
Laptop Acer Spin 5 SP513-52N-556V (NX.GR7SV.004) (13.3" FHD/i5-8250U/8GB/UHD 620/Win10/1.5 kg),21.499.000đ,19.990.000đ,https://lh3.googleusercontent.com/eSTPgChkodGi0H_f0Qp6bvPGDejkhMJTvpmNR-doH0qdNBrFXGcbft7N_BJxoKcfoZ_r1U8M9CcX-Ms9Yw=w500-rw
Laptop Acer Aspire 3 A315-53-30E7 (NX.H2BSV.003) (15.6" HD/i3-7020U/4GB/1TB HDD/Win10/2 kg),10.299.000đ,9.690.000đ,https://lh3.googleusercontent.com/ABq3n3hYYW8EPPb6wnZ2zu0cqYij1a3CtZ3AauwD0k-iN3y4AEEOD6uOr9xj9kBax673xmp49UFFCKFG6Ic=w500-rw
Laptop Acer Spin 3 SP314-51-51LE (NX.GZRSV.002) (14" FHD/i5-8250U/4GB/UHD 620/Win10/1.7 kg),16.400.000đ,15.490.000đ,https://lh3.googleusercontent.com/-wxZ9YSGjVd3-V_uCIhb0FuhOj3kEO2_VxnNnJywEqlinhkgWTtb84bZ-JyNy0Weq2G6BQ7c-baLocU8jO36=w500-rw
Laptop Acer Aspire 5 A515-53G-71NN (NX.H84SV.005) (15.6" FHD/i7-8565U/4GB/1TB HDD/Win10/2.1 kg),17.990.000đ,16.590.000đ,https://lh3.googleusercontent.com/OJKsDpAMOEthCdBGPgzH_2FW3snc3iut8VUZOyoGK4el1-Tro6ovJbd0W1nNrkzUbAY1SuV3ePrGCgIZjg=w500-rw
Laptop ASUS VivoBook S15 S530FA-BQ066T (15.6" FHD/i5-8265U/4GB/1TB HDD/UHD 620/Win10/1.8 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/gATvbVQSB-18mZNSqPDLAUX0mostSlz-vnmlAjvKfXm3whQqX6EGwQBc0M71Lu3Cj-1Idfl6xzGaAUn8xa4=w500-rw
Laptop Acer Swift 3 SF314-56-38UE (NX.H4CSV.005) (14" FHD/i3-8145U/4GB/256GB SSD/UHD 620/Win10/1.5 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/YbYGBJ25hv9GKK-LJp4TxwE7aJJBgcuQmSwQs_PCIKn8dVGpsrogEHBa_6bre1OQhq_rUlZbvQ7vKQ9a_A=w500-rw
Laptop HP Pavilion 14-ce2041TU (14" FHD/i5-8250U/4GB/1TB HDD/UHD 620/Win10/1.6 kg),None,LIÊN HỆ,https://lh3.googleusercontent.com/9prXZrk-D5zsLNoj1FWHstcqP6LhkO9tW21baWLfTY6sN5pr78rKVOJCOCq6TjNWZI7kcUwr-3xGOhny8vI=w500-rw
Laptop Acer Aspire 5 A515-54-36H3 (NX.HFNSV.006) (15" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.7 kg),11.990.000đ,11.390.000đ,https://lh3.googleusercontent.com/6k8spvhHFUiOQ3NbSzVBQrxaoaqUpRZG5fuCpQZjftQlnJsqHDgNTqgZUJxv593Xt2nw3M2fludM9YQjfUo=w500-rw
Laptop HP ProBook 430 G7-9GQ05PA (13.3" FHD/i5-10210U/4GB/256GB SSD/Intel UHD/Win10/1.4kg),18.490.000đ,17.990.000đ,https://lh3.googleusercontent.com/XE3pY3hKXx7yimhsRgZUPvM9efplccJKBOmzd1rdxed8BnHbYFew0zjTg5trmzEFiIcE_6QCxon-5c0lvbg=w500-rw
